title,URL,synopsis,genre,score
Sci-fi Harry,https://myanimelist.net/anime/1508/Sci-fi_Harry,"Harry is definitely not your average American teenager. Instead, he is the epitome of an ""alienated youth""—friendless at school, extremely weird, and nervous to the point of paranoia. But a chance occurrence causes Harry to start to demonstrate what appear to be psychic powers—yet he neither believes in them nor consciously controls them.

However, there are other ominous forces at work who do believe in Harry and attempt to make use of him in ways that are threatening and frightful.

(Source: AniDB, edited)","Drama, Horror, Sci-Fi",6.23
Shoubushi Densetsu Tetsuya,https://myanimelist.net/anime/3369/Shoubushi_Densetsu_Tetsuya,"In the year 1947, the people of Shinjuku are down on their luck. With little money to buy food or necessities, some resort to gambling in order to survive. Traveling Tetsuya chooses to spend his time at Mahjong parlors where he is wiping the floor clean with his adversaries. However, when Tetsuya meets the intensely skilled Boushu-san, he realizes that his skills are still lacking.

(Source: ANN)","Game, Historical, Shounen",7.54
Gear Fighter Dendoh,https://myanimelist.net/anime/2484/Gear_Fighter_Dendoh,"The story takes place in the future where war machines from evil mechanical alien empire Garufa finally reaches Earth. In order to protect earth, an Earth defense organization called GEAR (Guard Earth and Advanced Reconnaissance) is formed. GEAR has an ultimate weapon in a form of war mecha, GEAR Fighter Dendoh, which is piloted by two elementary school students, namely Kusanagi Hokuto and Izumo Ginga. Can the friendship between Hokuto and Ginga unleashed the full potential power of Dendoh in order to fight Garufa? 

(Source: AniDB)","Action, Adventure, Mecha, School, Sci-Fi, Space",7.2
Dotto Koni-chan,https://myanimelist.net/anime/1684/Dotto_Koni-chan,"Koni (whose character is based on the famous Sumo-wrestler) and his gang have lots of crazy and incoherent adventures in their town. From fighting with their ""Lovely-Teacher"" and dealing with Samurai fish, to confirming if ""The Armored-Guy's"" wife has an affair and saving the world, Koni, High, Moro, Nari and Afro, the Afro-dog, do the craziest and funniest things to have fun.

(Source: ANN)",Comedy,7.28
Shin Megami Tensei Devil Children,https://myanimelist.net/anime/4067/Shin_Megami_Tensei_Devil_Children,A series based off of the Shin Megami Tensei: Devil Children franchise.,"Action, Adventure, Demons, Fantasy, Game, Kids, Magic, Sci-Fi, Supernatural",6.34
Karakuri Kiden: Hiwou Senki,https://myanimelist.net/anime/3935/Karakuri_Kiden__Hiwou_Senki,"8 years ago, Western Civilization visited 19th century Japan. Mechanized dolls and new steam-powered creations began spreading throughout the country. The Wind Gang is a group of doll and steam users who believe in using their creations to violently bring about a new Industrial Era. They attack and destroy the peaceful village of a young doll user named Hiwou one day. Hiwou and his friends escape with a giant doll named Homura. Hiwou now wants to find his father, so that he can help defeat the Wind Gang, and bring peace back to Japan.

(Source: ANN)","Action, Adventure, Mecha, Historical",6.53
Gregory Horror Show: The Last Train,https://myanimelist.net/anime/12483/Gregory_Horror_Show__The_Last_Train,"The third series, The Last Train is set with 26 stories during a bizarre train ride that Gregory embarks upon.

(Source: AniDB)","Mystery, Comedy, Horror, Demons, Supernatural, Vampire",6.38
Mutekiou Tri-Zenon,https://myanimelist.net/anime/1975/Mutekiou_Tri-Zenon,"During the Edo Period, 3 mysterious space capsules were sent down to earth. Fear that it might bring chaos to the earth, the humans at that time buried these 3 objects down beneath the ground and entrusted a piece of descriptive map to the Kamui family. Today, these 3 objects were awaken one by one. The first to awaken, Tri-Zenon, one of the Zenon Guardians is now driven by the descendant of the Kamui family, Akira Kamui, his brother Ai Kamui and his friend Kanna. Aliens who descend to earth with a purpose will now have to face Tri-Zenon.","Mecha, Sci-Fi",6.15
Hayan Ma-eum Baeggu,https://myanimelist.net/anime/10623/Hayan_Ma-eum_Baeggu,"Sol and Dong live with their widower father on an island village, where he works as a fisherman. One day a white puppy enters their lives. They adopt him and name him Max. However, after their father dies at sea and circumstances separate Max from Sol and Dong, Max must find the will to fight his way home, so he can be reunited with his owners.

(Source: THEM Anime Reviews)",Adventure,
Hamster Club,https://myanimelist.net/anime/9900/Hamster_Club,Hamster daily life.,Kids,6.41
Baby Felix,https://myanimelist.net/anime/8220/Baby_Felix,A young Felix the Cat and his baby pals find fun and mischief along their travels.,"Comedy, Kids",
One Piece,https://myanimelist.net/anime/21/One_Piece,"Gol D. Roger was known as the ""Pirate King,"" the strongest and most infamous being to have sailed the Grand Line. The capture and execution of Roger by the World Government brought a change throughout the world. His last words before his death revealed the existence of the greatest treasure in the world, One Piece. It was this revelation that brought about the Grand Age of Pirates, men who dreamed of finding One Piece—which promises an unlimited amount of riches and fame—and quite possibly the pinnacle of glory and the title of the Pirate King.

Enter Monkey D. Luffy, a 17-year-old boy who defies your standard definition of a pirate. Rather than the popular persona of a wicked, hardened, toothless pirate ransacking villages for fun, Luffy’s reason for being a pirate is one of pure wonder: the thought of an exciting adventure that leads him to intriguing people and ultimately, the promised treasure. Following in the footsteps of his childhood hero, Luffy and his crew travel across the Grand Line, experiencing crazy adventures, unveiling dark mysteries and battling strong enemies, all in order to reach the most coveted of all fortunes—One Piece.","Action, Adventure, Comedy, Super Power, Drama, Fantasy, Shounen",8.48
Pokemon,https://myanimelist.net/anime/527/Pokemon,"Pokemon are peculiar creatures with a vast array of different abilities and appearances; many people, known as Pokemon trainers, capture and train them, often with the intent of battling others. Young Satoshi has not only dreamed of becoming a Pokemon trainer but also a ""Pokemon Master,"" and on the arrival of his 10th birthday, he finally has a chance to make that dream a reality. Unfortunately for him, all three Pokemon available to beginning trainers have already been claimed and only Pikachu, a rebellious Electric type Pokemon, remains. However, this chance encounter would mark the start of a lifelong friendship and an epic adventure!

Setting off on a journey to become the very best, Satoshi and Pikachu travel across beautiful, sprawling regions with their friends Kasumi, a Water type trainer, and Takeshi, a Rock type trainer. But danger lurks around every corner. The infamous Team Rocket is always nearby, seeking to steal powerful Pokemon through nefarious schemes. It'll be up to Satoshi and his friends to thwart their efforts as he also strives to earn the eight Pokemon Gym Badges he'll need to challenge the Pokemon League, and eventually claim the title of Pokemon Master.","Action, Adventure, Comedy, Kids, Fantasy",7.36
Hunter x Hunter,https://myanimelist.net/anime/136/Hunter_x_Hunter,"Hunters are specialized in a wide variety of fields, ranging from treasure hunting to cooking. They have access to otherwise unavailable funds and information that allow them to pursue their dreams and interests. However, being a hunter is a special privilege, only attained by taking a deadly exam with an extremely low success rate.

Gon Freecss, a 12-year-old boy with the hope of finding his missing father, sets out on a quest to take the Hunter Exam. Along the way, he picks up three companions who also aim to take the dangerous test: the revenge-seeking Kurapika, aspiring doctor Leorio Paladiknight, and a mischievous child the same age as Gon, Killua Zoldyck.

Hunter x Hunter is a classic shounen that follows the story of four aspiring hunters as they embark on a perilous adventure, fighting for their dreams while defying the odds.","Action, Adventure, Super Power, Fantasy, Shounen",8.43
Yu☆Gi☆Oh! Duel Monsters,https://myanimelist.net/anime/481/Yu☆Gi☆Oh_Duel_Monsters,"Legend says that the enigmatic Millennium Puzzle will grant one wish to whoever deciphers its ancient secrets. Upon solving it, high school student Yuugi Mutou unleashes ""another Yuugi,"" a peculiar presence contained inside. Now, whenever he is faced with a dilemma, this mysterious alter ego makes an appearance and aids him in his troubles.

Wishing to unravel the mystery behind this strange spirit, Yuugi and his companions find themselves competing with several opponents in ""Duel Monsters,"" a challenging card game used by people seeking to steal the Millennium Puzzle in a desperate attempt to harness the great power within. As the questions pile on, it is not long before they figure out that there is more than pride on the line in these duels.","Adventure, Game, Shounen",7.5
Detective Conan,https://myanimelist.net/anime/235/Detective_Conan,"Shinichi Kudou, a high school student of astounding talent in detective work, is well known for having solved several challenging cases. One day, when Shinichi spots two suspicious men and decides to follow them, he inadvertently becomes witness to a disturbing illegal activity. Unfortunately, he is caught in the act, so the men dose him with an experimental drug formulated by their criminal organization, leaving him to his death. However, to his own astonishment, Shinichi lives to see another day, but now in the body of a seven-year-old child.

Perfectly preserving his original intelligence, he hides his real identity from everyone, including his childhood friend Ran Mouri and her father, private detective Kogorou Mouri. To this end, he takes on the alias of Conan Edogawa, inspired by the mystery writers Arthur Conan Doyle and Ranpo Edogawa.

Detective Conan follows Shinichi who, as Conan, starts secretly solving the senior Mouri's cases from behind the scenes with his still exceptional sleuthing skills, while covertly investigating the organization responsible for his current state, hoping to reverse the drug's effects someday.","Adventure, Mystery, Comedy, Police, Shounen",8.19
